idx,제목,기관명,근무지,고용형태,등록일,마감일,D-day,남은일수,마감임박,상태,상세URL,최초수집일,최초수집일
303937,계약직 단시간근로자-간호조무사(소화기내과 내시경실) 재공고,국립중앙의료원,서울,비정규직,2026-08-14,2026-08-24,4,5,,진행중,https://job.alio.go.kr/recruitview.do?idx=303937,2026-08-19,2026-08-19
303936,계약직 연구원(데이터기반정책연구팀) 재공고,국립중앙의료원,서울,비정규직,2026-08-14,2026-08-24,4,5,,진행중,https://job.alio.go.kr/recruitview.do?idx=303936,2026-08-19,2026-08-19
303922,한전KPS(주)강원충북전력지사 단기노무원 채용 공고(18차)(벌목부/아보리스트/송전업무정비보조),한전KPS(주),강원 외 1,비정규직,2026-08-14,2026-08-19,,0,Y,진행중,https://job.alio.go.kr/recruitview.do?idx=303922,2026-08-19,2026-08-19
303923,한국보건사회연구원 계약직 채용 공고(사회서비스정책분야),한국보건사회연구원,세종,비정규직,2026-08-14,2026-08-31,11,12,,진행중,https://job.alio.go.kr/recruitview.do?idx=303923,2026-08-19,2026-08-19
303925,2026년도 제2차 국민연금공단 기금운용본부 기금운용직 채용공고,국민연금공단,전북,정규직,2026-08-14,2026-08-28,8,9,,진행중,https://job.alio.go.kr/recruitview.do?idx=303925,2026-08-19,2026-08-19
303926,"2026년 한국소비자원 제2차 청년인턴(장애인, 지역상생) 채용 공고",한국소비자원,충북,청년인턴(체험형),2026-08-14,2026-08-24,4,5,,진행중,https://job.alio.go.kr/recruitview.do?idx=303926,2026-08-19,2026-08-19
303952,대전세종충남혈액원 비정규직 육아휴직 대체 임상병리사 채용 공고(약 1년 3개월),대한적십자사,대전,비정규직,2026-08-14,2026-08-31,11,12,,진행중,https://job.alio.go.kr/recruitview.do?idx=303952,2026-08-19,2026-08-19
303927,한국문화관광연구원 위촉직원 채용 공고 [2026-32],한국문화관광연구원,서울,비정규직,2026-08-14,2026-08-28,8,9,,진행중,https://job.alio.go.kr/recruitview.do?idx=303927,2026-08-19,2026-08-19
303928,한전KPS(주) 서울경기전력지사 고양지점 단기노무원(상주감시원) 모집,한전KPS(주),경기,비정규직,2026-08-14,2026-08-19,,0,Y,진행중,https://job.alio.go.kr/recruitview.do?idx=303928,2026-08-19,2026-08-19
303929,[광주보훈병원] 계약직 보건직(임상심리사) - 휴직대체 직원 채용 공고,한국보훈복지의료공단,전남광주,비정규직,2026-08-14,2026-08-24,4,5,,진행중,https://job.alio.go.kr/recruitview.do?idx=303929,2026-08-19,2026-08-19
303931,국립암센터 마취통증의학과 촉탁의 초빙 공고,국립암센터,경기,비정규직,2026-08-14,2026-08-31,11,12,,진행중,https://job.alio.go.kr/recruitview.do?idx=303931,2026-08-19,2026-08-19
303935,국립광주과학관 2026년도 제5회 직원 공개경쟁 채용공고,국립광주과학관,전남광주,무기계약직 외 2,2026-08-14,2026-08-30,10,11,,진행중,https://job.alio.go.kr/recruitview.do?idx=303935,2026-08-19,2026-08-19
303934,2026년 한국에너지정보문화재단 제1차 채용,한국에너지정보문화재단,서울,청년인턴(체험형) 외 1,2026-08-14,2026-08-31,11,12,,진행중,https://job.alio.go.kr/recruitview.do?idx=303934,2026-08-19,2026-08-19
303932,한국환경보전원 자연복원기획처 자연복원사업팀 기간제 직원 채용 공고,한국환경보전원,서울,비정규직,2026-08-14,2026-08-24,4,5,,진행중,https://job.alio.go.kr/recruitview.do?idx=303932,2026-08-19,2026-08-19
303933,2026년 오대산사무소 기간제(한시인력) [환경관리] 직원 채용(3차),국립공원공단,강원,비정규직,2026-08-14,2026-08-21,1,2,Y,진행중,https://job.alio.go.kr/recruitview.do?idx=303933,2026-08-19,2026-08-19
303846,한국폴리텍대학 충주캠퍼스 업무직(대학운영직_조리원) 채용 공고,학교법인한국폴리텍,충북,무기계약직,2026-08-13,2026-08-20,,1,Y,진행중,https://job.alio.go.kr/recruitview.do?idx=303846,2026-08-19,2026-08-19
303847,부산혈액원 비정규직 초단시간 임상병리사 채용 공고(2차),대한적십자사,부산,비정규직,2026-08-13,2026-08-28,8,9,,진행중,https://job.alio.go.kr/recruitview.do?idx=303847,2026-08-19,2026-08-19
303849,부산혈액원 헌혈의집 서면센터 비정규직 헌혈권장원(장애인 제한경쟁) 채용 공고,대한적십자사,부산,비정규직,2026-08-13,2026-08-28,8,9,,진행중,https://job.alio.go.kr/recruitview.do?idx=303849,2026-08-19,2026-08-19
303861,[한국수자원공사] (재공고) 2026년 진도수도지사 기간제근로자(수탁운영_지방상수도 고객관리) 채용 공고(육아휴직 대체인력),한국수자원공사,전남광주,비정규직,2026-08-13,2026-08-27,7,8,,진행중,https://job.alio.go.kr/recruitview.do?idx=303861,2026-08-19,2026-08-19
303852,서울올림픽기념국민체육진흥공단 경륜 조리원 채용 공고,서울올림픽기념국민체육진흥공단,경기 외 1,무기계약직,2026-08-13,2026-08-27,7,8,,진행중,https://job.alio.go.kr/recruitview.do?idx=303852,2026-08-19,2026-08-19
303853,서울올림픽기념국민체육진흥공단 경륜공원운영센터 지원직 채용 공고,서울올림픽기념국민체육진흥공단,경기,무기계약직,2026-08-13,2026-08-27,7,8,,진행중,https://job.alio.go.kr/recruitview.do?idx=303853,2026-08-19,2026-08-19
303854,서울올림픽기념국민체육진흥공단 경륜경정총괄본부 단기지원직(장애인) 채용 공고,서울올림픽기념국민체육진흥공단,경기,비정규직,2026-08-13,2026-08-27,7,8,,진행중,https://job.alio.go.kr/recruitview.do?idx=303854,2026-08-19,2026-08-19
303855,"[제2026-13호] 육아정책연구소 위촉직 연구원, 체험형 청년인턴(연구인턴) 채용",육아정책연구소,서울,비정규직 외 1,2026-08-13,2026-08-27,7,8,,진행중,https://job.alio.go.kr/recruitview.do?idx=303855,2026-08-19,2026-08-19
303857,"[국민연금공단 대전세종지역본부] 공무직(시설직, 보안직) 및 기간제근로자(근로능력평가직) 공개채용 공고",국민연금공단,대전 외 3,무기계약직 외 1,2026-08-13,2026-08-20,,1,Y,진행중,https://job.alio.go.kr/recruitview.do?idx=303857,2026-08-19,2026-08-19
303859,[제2026-88호] 2026년도 제4차 경기도장애아동·발달장애인지원센터 기간제 계약직 채용 공고,한국장애인개발원,경기,비정규직,2026-08-13,2026-08-28,8,9,,진행중,https://job.alio.go.kr/recruitview.do?idx=303859,2026-08-19,2026-08-19
303860,2026년 한국폴리텍대학 울산캠퍼스 하반기 행정지원직(교학처 학과조교 휴직 대체) 2차 채용 공고,학교법인한국폴리텍,울산,비정규직,2026-08-13,2026-08-21,1,2,Y,진행중,https://job.alio.go.kr/recruitview.do?idx=303860,2026-08-19,2026-08-19
303858,"2026년 8월 제2차 임시직원 모집 공고(장례물품판매, 보건의료정보관리사)",경북대학교병원,대구,비정규직,2026-08-13,2026-08-18,,-1,,마감,https://job.alio.go.kr/recruitview.do?idx=303858,2026-08-19,2026-08-19
303843,한국기술교육대학교 대학혁신지원사업 대우교수 채용 공고,한국기술교육대학교,충남,비정규직,2026-08-13,2026-08-27,7,8,,진행중,https://job.alio.go.kr/recruitview.do?idx=303843,2026-08-19,2026-08-19
303842,제2026-5회 기초과학연구원 별정직 채용 공고,기초과학연구원,대전,비정규직,2026-08-13,2026-08-28,8,9,,진행중,https://job.alio.go.kr/recruitview.do?idx=303842,2026-08-19,2026-08-19
303841,[태백산] 태백산국립공원사무소 수익시설 기간제(한시인력) 직원 채용(3차) 공고,국립공원공단,강원,비정규직,2026-08-13,2026-08-20,,1,Y,진행중,https://job.alio.go.kr/recruitview.do?idx=303841,2026-08-19,2026-08-19
303829,한전KPS(주) 서울경기전력지사 양주지점 단기노무원(벌목공) 모집,한전KPS(주),경기,비정규직,2026-08-13,2026-08-18,,-1,,마감,https://job.alio.go.kr/recruitview.do?idx=303829,2026-08-19,2026-08-19
303828,한전KPS(주) 삼천포사업처 단기노무원(기계 단순보조) 채용(제47차),한전KPS(주),경남,비정규직,2026-08-13,2026-08-19,,0,Y,진행중,https://job.alio.go.kr/recruitview.do?idx=303828,2026-08-19,2026-08-19
303827,"칠곡경북대학교병원 2026년 8월 4차 임시직원 채용공고(시설기술(건축, 설비))",경북대학교병원,대구,비정규직,2026-08-13,2026-08-18,,-1,,마감,https://job.alio.go.kr/recruitview.do?idx=303827,2026-08-19,2026-08-19
303822,한국폴리텍대학 익산캠퍼스 2026 청년인턴(장애) 채용 공고,학교법인한국폴리텍,전북,청년인턴(체험형),2026-08-13,2026-08-20,,1,Y,진행중,https://job.alio.go.kr/recruitview.do?idx=303822,2026-08-19,2026-08-19
303776,한전KDN(주) 구미지사 배전분야 일용근로자 모집공고,한전KDN,경북,비정규직,2026-08-13,2026-08-27,7,8,,진행중,https://job.alio.go.kr/recruitview.do?idx=303776,2026-08-19,2026-08-19
303972,한국토지주택공사 세종특별본부 기간제근로자 채용공고 (2026-08),한국토지주택공사,세종,비정규직,2026-08-20,2026-09-03,14,15,,진행중,https://job.alio.go.kr/recruitview.do?idx=303972,2026-08-19,2026-08-19
304015,2026년 제3차 해외원전건설처 기간제근로자(통·번역사) 채용,한국수력원자력(주),경북,비정규직,2026-08-20,2026-09-04,15,16,,진행중,https://job.alio.go.kr/recruitview.do?idx=304015,2026-08-19,2026-08-19
303979,2026년도 교통직(무기계약직) 공개채용 공고,한국도로교통공단,서울 외 14,무기계약직,2026-08-20,2026-09-04,15,16,,진행중,https://job.alio.go.kr/recruitview.do?idx=303979,2026-08-19,2026-08-19
304025,한전KPS(주)강원충북전력지사 단기노무원(춘천지점 송전업무정비보조) 채용 공고(19차),한전KPS(주),경기 외 1,비정규직,2026-08-20,2026-08-24,4,5,,진행중,https://job.alio.go.kr/recruitview.do?idx=304025,2026-08-19,2026-08-19
304044,2026년 하반기 신입직원 및 경력직원 채용 공고,한국산업단지공단,서울 외 15,정규직,2026-08-20,2026-09-03,14,15,,진행중,https://job.alio.go.kr/recruitview.do?idx=304044,2026-08-19,2026-08-19
304042,한국폴리텍대학 원주캠퍼스 업무직(대학운영직_미화원) 채용 공고,학교법인한국폴리텍,강원,무기계약직,2026-08-20,2026-08-27,7,8,,진행중,https://job.alio.go.kr/recruitview.do?idx=304042,2026-08-19,2026-08-19
304023,"2026년도 블라인드 공개채용 청년인턴(방사선사, 일반행정, 임상병리사, 임상심리사) 모집 공고",부산대학교병원,경남,청년인턴(체험형),2026-08-20,2026-09-04,15,16,,진행중,https://job.alio.go.kr/recruitview.do?idx=304023,2026-08-19,2026-08-19
304007,한전KPS(주)원자력정비기술센터 단기노무원 모집(원전해체사업팀),한전KPS(주),경북,비정규직,2026-08-20,2026-08-24,4,5,,진행중,https://job.alio.go.kr/recruitview.do?idx=304007,2026-08-19,2026-08-19
304034,한국철도공사 부산경남본부 2026년 기간제근로자(운전담당원) 채용공고,한국철도공사,울산,비정규직,2026-08-20,2026-09-03,14,15,,진행중,https://job.alio.go.kr/recruitview.do?idx=304034,2026-08-19,2026-08-19
304003,한국토지주택공사 수도권정비사업특별본부 기간제근로자(물건조사) 채용공고,한국토지주택공사,경기,비정규직,2026-08-20,2026-09-03,14,15,,진행중,https://job.alio.go.kr/recruitview.do?idx=304003,2026-08-19,2026-08-19
303993,2026년 한국폴리텍대학 포항캠퍼스 업무직(조리원)채용 5차공고,학교법인한국폴리텍,경북,무기계약직,2026-08-20,2026-08-28,8,9,,진행중,https://job.alio.go.kr/recruitview.do?idx=303993,2026-08-19,2026-08-19
303994,한전KDN(주) 대전충남본부 배전자동화 공사분야 작업원 모집공고,한전KDN,대전 외 2,비정규직,2026-08-20,2026-09-03,14,15,,진행중,https://job.alio.go.kr/recruitview.do?idx=303994,2026-08-19,2026-08-19
304022,"2026년도 8월 블라인드 공개채용 계약직(간호직, 보건직, 행정직, 간호조무직, 원무직, 업무(시설)지원직) 모집 공고",부산대학교병원,경남,비정규직,2026-08-20,2026-09-03,14,15,,진행중,https://job.alio.go.kr/recruitview.do?idx=304022,2026-08-19,2026-08-19
304048,인천적십자병원 비정규직 고용원(사무보조원)(장애인 제한경쟁) 채용 공,대한적십자사,인천,비정규직,2026-08-19,2026-09-03,14,15,,진행중,https://job.alio.go.kr/recruitview.do?idx=304048,2026-08-19,2026-08-19
304047,인천적십자병원 비정규직 보건직(물리치료사) 채용공고,대한적십자사,인천,비정규직,2026-08-19,2026-09-04,15,16,,진행중,https://job.alio.go.kr/recruitview.do?idx=304047,2026-08-19,2026-08-19
304046,인천적십자병원 비정규직 보건직(임상병리사) 채용공고,대한적십자사,인천,비정규직,2026-08-19,2026-09-04,15,16,,진행중,https://job.alio.go.kr/recruitview.do?idx=304046,2026-08-19,2026-08-19
304045,인천적십자병원 육아휴직 대체인력(비정규직 간호사) 채용공고,대한적십자사,인천,비정규직,2026-08-19,2026-09-04,15,16,,진행중,https://job.alio.go.kr/recruitview.do?idx=304045,2026-08-19,2026-08-19
